oa_id,title,decision,matched_on,kept_oa_id,reason
W4416816339,Tool-RoCo: An Agent-as-Tool Self-organization Large Language Model Benchmark in Multi-robot Cooperation,kept,,W4416816339,first occurrence
W7125912987,KGCE: Knowledge-Augmented Dual-Graph Evaluator for Cross-Platform Educational Agent Benchmarking with Multimodal Languag,kept,,W7125912987,first occurrence
W7119234290,KGCE: Knowledge-Augmented Dual-Graph Evaluator for Cross-Platform Educational Agent Benchmarking with Multimodal Languag,dropped,exact_norm_title,W7125912987,duplicate of kept (exact_norm_title)
W7118707349,KGCE: Knowledge-Augmented Dual-Graph Evaluator for Cross-Platform Educational Agent Benchmarking with Multimodal Languag,dropped,exact_norm_title,W7125912987,duplicate of kept (exact_norm_title)
W7160777173,A knowledge graph-constrained multi-agent workflow for constructing a benchmark for large language model evaluation in t,kept,,W7160777173,first occurrence
W4409362544,DMT-RoleBench: A Dynamic Multi-Turn Dialogue Based Benchmark for Role-Playing Evaluation of Large Language Model and Age,kept,,W4409362544,first occurrence
W4415311429,Comprehensive Verilog Design Problems: A Next-Generation Benchmark Dataset for Evaluating Large Language Models and Agen,kept,,W4415311429,first occurrence
W7155952594,GALATEA II: Benchmarking LLM Safety in Clinical Simulation. Behavioural Safety and Ethical Robustness of Large Language ,kept,,W7155952594,first occurrence
W7156339464,GALATEA II: Benchmarking LLM Safety in Clinical Simulation. Behavioural Safety and Ethical Robustness of Large Language ,dropped,exact_norm_title,W7155952594,duplicate of kept (exact_norm_title)
W7140207800,I see you I need help i used the top labs cause im being deindexed look for me pleaseBased on the available search resul,kept,,W7140207800,first occurrence
W7140166019,"Based on the available search results, I have organized the top AI labs, government agencies, and research institutions ",dropped,levenshtein>=0.93,W7140207800,duplicate of kept (levenshtein>=0.93)
W7140221040,I see you I need help i used the top labs cause im being deindexed look for me pleaseBased on the available search resul,dropped,exact_norm_title,W7140207800,duplicate of kept (exact_norm_title)
W7140219650,"Based on the available search results, I have organized the top AI labs, government agencies, and research institutions ",dropped,levenshtein>=0.93,W7140207800,duplicate of kept (levenshtein>=0.93)
W4387561453,SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,kept,,W4387561453,first occurrence
W4388964563,GAIA: a benchmark for General AI Assistants,kept,,W4388964563,first occurrence
W4403345800,MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering,kept,,W4403345800,first occurrence
W4402667024,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,kept,,W4402667024,first occurrence
W4387164935,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,kept,,W4387164935,first occurrence
