oa_id,title,year,type,venue,cited_by_count,screen_pass,decision,exclusion_code,confidence,machine_or_human,has_agent,has_eval,introduces,rationale
W7162149794,WildRoadBench: A Wild Aerial Road-Damage Grounding Benchmark for Vision-Language Models and Autonomous Agents,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7147176258,FROM BENCHMARK SCORES TO DEPLOYMENT READINESS: A JOURNAL-SCALE EVALUATION FRAMEWORK FOR AUTONOMOUS SOFTWARE DEVELOPMENT AGENTS,2026,article,International Journal of Software Engineering & Applications,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4416239873,nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7163598350,"""I Strongly Suspect This Website Is a Scam"": Benchmarking PII Leakage and Detection without Defense in Autonomous Web Agents",2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416343976,UAVBench: An Open Benchmark Dataset for Autonomous and Agentic AI UAV Systems via LLM-Generated Flight Scenarios,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7141595944,"Emergent Autonomous Sub-Agent Spawning in LLM-Based Multi-Agent Software Engineering Systems:An Empirical Case Study, Controlled Pilot Experiment, and Benchmark",2026,article,International journal of research and scientific innovation,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7162699468,Automated Benchmark Auditing for AI Agents and Large Language Models,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416453502,AGENTIF: Benchmarking Instruction Following of Large Language Models in Agentic Scenarios,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4417034780,Benchmark for Planning and Control with Large Language Model Agents: Blocksworld with Model Context Protocol,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7131909723,SUPERGLASSES: Benchmarking Vision Language Models as Intelligent Agents for AI Smart Glasses,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7138048834,CO-Bench: Benchmarking Language Model Agents in Algorithm Search for Combinatorial Optimization,2026,article,Proceedings of the AAAI Conference on Artificial Intelligence,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7155167141,Benchmarking Agentic Large Language Models for Complex Protein-Set Functional Annotation,2026,article,bioRxiv (Cold Spring Harbor Laboratory),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7154920586,Benchmarking traditional and large language model-based agents in multi-issue bilateral negotiation,2026,other,DR-NTU (Nanyang Technological University),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7118051512,Language Model Agents Under Attack: A Cross Model-Benchmark of Profit-Seeking Behaviors in Customer Service,2025,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7154708980,ATCMD-Bench: Agentic Traditional Chinese Medicine diagnosis benchmark for Large Language Models via multi-agent simulation,2026,article,Pattern Recognition,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4417084250,Software Development Life Cycle Perspective: A Survey of Benchmarks for Code Large Language Models and Agents,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7106852193,SWE-MERA: A Dynamic Benchmark for Agenticly Evaluating Large Language Models on Software Engineering Tasks,2025,other,Open MIND,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7109951737,RepoCBench: A Benchmark for C-Oriented Repository-Level Code Generation with Large Language Models and Agents,2025,preprint,SSRN Electronic Journal,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7133364975,"LiveCultureBench: a Multi-Agent, Multi-Cultural Benchmark for Large Language Models in Dynamic Social Simulations",2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7140223639,Evaluating Large Language Models as Domain-Specific Retrieval Agents: A Study on Cybersecurity Challenge Benchmarks,2026,book-chapter,Lecture notes in computer science,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4417210845,"MedBench v4: A Robust and Scalable Benchmark for Evaluating Chinese Medical Language Models, Multimodal Models, and Intelligent Agents",2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7147202204,Benchmark Evaluation of a Tool-Augmented Large Language Model Agent Using Traditional Asian Medicine Metadata,2026,article,Applied Sciences,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4416780959,409P Benchmarking performance of reasoning large language models and agent workflows on complex clinical case domains,2025,article,ESMO Real World Data and Digital Oncology,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4416816339,Tool-RoCo: An Agent-as-Tool Self-organization Large Language Model Benchmark in Multi-robot Cooperation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7125912987,KGCE: Knowledge-Augmented Dual-Graph Evaluator for Cross-Platform Educational Agent Benchmarking with Multimodal Language Models,2025,article,,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7160777173,A knowledge graph-constrained multi-agent workflow for constructing a benchmark for large language model evaluation in traditional Chinese medicine,2026,preprint,SSRN Electronic Journal,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4409362544,DMT-RoleBench: A Dynamic Multi-Turn Dialogue Based Benchmark for Role-Playing Evaluation of Large Language Model and Agent,2025,article,Proceedings of the AAAI Conference on Artificial Intelligence,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4415311429,Comprehensive Verilog Design Problems: A Next-Generation Benchmark Dataset for Evaluating Large Language Models and Agents on RTL Design and Verification,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7155952594,GALATEA II: Benchmarking LLM Safety in Clinical Simulation. Behavioural Safety and Ethical Robustness of Large Language Models in a Multi-Agent ICU Decision Sup,2026,article,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7140207800,"I see you I need help i used the top labs cause im being deindexed look for me pleaseBased on the available search results, I have organized the top AI labs, go",2026,other,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4387561453,SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,2023,preprint,arXiv (Cornell University),38,A,included,,heuristic,machine,True,True,True,agent + benchmark/eval + introduction signal
W4388964563,GAIA: a benchmark for General AI Assistants,2023,preprint,arXiv (Cornell University),9,A,included,,heuristic,machine,True,True,True,agent + benchmark/eval + introduction signal
W4403345800,MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering,2024,preprint,arXiv (Cornell University),9,B,included,,heuristic,machine,True,True,False,agent+eval present; introduction signal weak
W4402667024,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,2024,article,,26,B,included,,heuristic,machine,True,True,False,agent+eval present; introduction signal weak
W4387164935,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,2023,preprint,arXiv (Cornell University),4,A,included,,heuristic,machine,True,True,True,agent + benchmark/eval + introduction signal
